ratio,accuracy,macro_f1,mae,pearson
0.1,0.6401098901098901,0.6192147678252554,0.6273090169644482,0.6092874364974429
0.2,0.6153846153846154,0.5934040392790444,0.6504962754715362,0.5675251003025262
0.3,0.5686813186813187,0.5533601014370245,0.6762184278508917,0.5227046607989526
0.4,0.5439560439560439,0.5329201435192218,0.6686886842832721,0.505518240951988
0.5,0.4835164835164835,0.4749708389525807,0.7108069508098857,0.4338309693031217
