class_id,class_name,precision,recall,f1,support
0,Negative,0.6324324324324324,0.5679611650485437,0.59846547314578,206
1,Neutral,0.4336734693877551,0.46195652173913043,0.4473684210526316,184
2,Positive,0.6685878962536023,0.6863905325443787,0.6773722627737226,338
