experiment,accuracy,macro_f1,weighted_f1,neg_f1,neutral_f1,pos_f1,neutral_precision,neutral_recall,mae,pearson,trainable_params,epoch,gpu_memory_mb,validation_only,directory
T,0.6222527472527473,0.6149528711321708,0.6282941389092558,0.6713286713286714,0.503562945368171,0.66996699669967,0.4472573839662447,0.5760869565217391,0.631116049612871,0.6173191518789501,,4,,True,outputs/q2_score_push/modalities_oracle/T
TA,0.6222527472527473,0.6162565540932391,0.6293361966567015,0.6729857819905213,0.505800464037123,0.6699834162520729,0.44129554655870445,0.592391304347826,0.5889070618479989,0.6565524810251064,,3,,True,outputs/q2_score_push/modalities_oracle/TA
TV,0.6057692307692307,0.602732807527328,0.6119108060888883,0.6666666666666666,0.5045454545454545,0.636986301369863,0.43359375,0.6032608695652174,0.64699871025968,0.5822305069933986,,5,,True,outputs/q2_score_push/modalities_oracle/TV
TAV,0.6387362637362637,0.6126343461145223,0.6338082440977344,0.6828193832599119,0.4523809523809524,0.7027027027027027,0.5,0.41304347826086957,0.6066223868879855,0.6421072024705385,,6,,True,outputs/q2_v2/01_run_a_oracle_text
