epoch,model_kind,train_loss,train_accuracy,accuracy,f1_macro,f1_weighted,mae,pearson,classification_score,regression_score
1,raw,1.3623310793481975,0.4020618556701031,0.4519230769230769,0.457054037303032,0.44903541246585027,0.6997999958585241,0.5250711777172543,0.45474510513205224,0.5017445111886368
2,raw,1.1224466240985405,0.5946980854197349,0.5796703296703297,0.5068824874737873,0.5492775594469975,0.8109700220322318,0.5807683742969321,0.5396370164622314,0.553736040229191
3,raw,1.0540971961042491,0.6368188512518409,0.5934065934065934,0.5873771809324012,0.6011347002285562,0.6070584012825518,0.6102802454954341,0.5900904165457876,0.5900449654526824
4,raw,0.9574935042278756,0.6718703976435935,0.5934065934065934,0.5923391181742033,0.6054799711533304,0.6348456576614319,0.5991769188065449,0.5928194820287789,0.5780153968844972
5,raw,0.8735156434625168,0.7013254786450662,0.5425824175824175,0.5509003074220465,0.5516350316350316,0.5977982105947915,0.6232493921543609,0.5471572569942136,0.6033227851345345
6,raw,0.7910872200802956,0.7204712812960236,0.614010989010989,0.5771995279131601,0.6048184892325374,0.6829255128133489,0.626404259645424,0.5937646854071832,0.603640075884979
7,raw,0.6992448299464842,0.770839469808542,0.6016483516483516,0.5515935610258542,0.5835909273096298,0.6892329725733661,0.6183408217861115,0.5741182168059781,0.5953663893669993
8,raw,0.586645376138027,0.825920471281296,0.5782967032967034,0.5763325182058586,0.5877381457161049,0.6037439552185658,0.616838422031684,0.5772164014967387,0.5967136235243985
9,raw,0.47448366561764643,0.8645066273932254,0.5824175824175825,0.5514240818053309,0.5759100097233482,0.6972391801516226,0.6020185208782772,0.5653711570808442,0.5787772148732231
10,raw,0.3971526566777647,0.8974963181148748,0.5714285714285714,0.571844086226489,0.5828608821580318,0.6239377632802723,0.6076618588632757,0.5716571045674261,0.5868639334206
11,raw,0.3609618997012041,0.911340206185567,0.5906593406593407,0.5741192476337434,0.5936867440342711,0.6363998121538156,0.586569700656518,0.5815622894952622,0.5653563735847242
12,raw,0.2963413669583724,0.93519882179676,0.6057692307692307,0.5904115491926439,0.6091740039906751,0.6119147735400955,0.638763960523323,0.597322505902108,0.6183668014053197
13,raw,0.2403190681680664,0.9537555228276878,0.5824175824175825,0.5701106814526008,0.5888265804056286,0.631421640458559,0.6037900900797281,0.5756487868868425,0.5827427020644428
14,raw,0.23689186368713674,0.9567010309278351,0.6112637362637363,0.5941818058094676,0.6122656737039587,0.6926876500224602,0.6228683485381808,0.6018686745138886,0.5997787602040988
15,raw,0.19723141565370278,0.9696612665684831,0.603021978021978,0.5844205740267121,0.6061121759740685,0.6038199937072452,0.6325396208324099,0.5927912058245818,0.612412287708835
16,raw,0.178054236801717,0.9720176730486009,0.6016483516483516,0.5803224188012891,0.6015139741579211,0.6546025818761037,0.6181324556561891,0.5899190885824672,0.5963123695936523
17,raw,0.18341838109563482,0.9749631811487481,0.6002747252747253,0.584841400130798,0.6054830340479788,0.6691638863873207,0.6141894853690236,0.5917863964455653,0.5918840224894463
18,raw,0.1588309165523751,0.9787923416789396,0.6181318681318682,0.5669602003772517,0.5983419074794507,0.6805738661872226,0.6299033115520669,0.5899874508668291,0.6072175160124929
19,raw,0.16087425939947236,0.9799705449189985,0.5989010989010989,0.5647593097184378,0.5933212564002756,0.6283674074046168,0.6126931168525965,0.5801231148506353,0.591747536605776
20,raw,0.12499832892804152,0.984977908689249,0.6126373626373627,0.5856286252216875,0.6083228140613658,0.6211208866582608,0.6166110113487765,0.5977825570587414,0.5959069817935011
21,raw,0.11453476577053541,0.9861561119293079,0.603021978021978,0.5845318352059925,0.6059075194468453,0.6625980180118919,0.6211749825626051,0.592852399473186,0.5990883819622087
22,raw,0.09750688116618916,0.9911634756995582,0.6263736263736264,0.5880220657616736,0.6141518783700842,0.652968694019684,0.6030273227742514,0.6052802680370524,0.581261699640262
23,raw,0.07974997514828666,0.9932253313696613,0.6043956043956044,0.5763374597701397,0.59971741898552,0.6314224119887912,0.6056056704960088,0.5889636248515988,0.5845582567630491
24,raw,0.08076431933620366,0.9899852724594993,0.6057692307692307,0.5795694930842973,0.6029204174261481,0.6435727751444434,0.6093347415899132,0.5913593750425173,0.5878823157517651
25,raw,0.07607866571256026,0.9920471281296024,0.5934065934065934,0.5781146026445495,0.5970822976624509,0.6541459436061764,0.6043974967408015,0.5849959984874693,0.582592631953929
26,raw,0.07149300082354904,0.9923416789396171,0.6071428571428571,0.568091471194195,0.5947856041782349,0.6474272974528203,0.6122077017203785,0.585664594871093,0.5906267918052845
27,raw,0.07093397407450978,0.9920471281296024,0.6112637362637363,0.5768778314085758,0.6026150829916245,0.6386874993443669,0.630812082171575,0.592351488593398,0.6095224988600961
28,raw,0.046755852636953865,0.9976435935198822,0.6085164835164835,0.5687084760784715,0.5971664659291213,0.6304005951227897,0.6393578749037377,0.586622079425577,0.618344521732978
29,raw,0.03871124814619723,0.9976435935198822,0.6222527472527473,0.5777121255995233,0.6071910134119941,0.6321221303741977,0.6261806108011541,0.5977554053434742,0.6051098731220141
30,raw,0.03263236902879115,0.9985272459499264,0.6098901098901099,0.5720942843059849,0.5996971292353985,0.6253098326309515,0.6141996142703743,0.5891024058188412,0.5933559531826759
