class_id,class_name,precision,recall,f1,support
0,Negative,0.6555023923444976,0.6650485436893204,0.6602409638554216,206
1,Neutral,0.5,0.33695652173913043,0.4025974025974026,184
2,Positive,0.6506329113924051,0.7603550295857988,0.7012278308321964,338
