epoch,model_kind,train_loss,train_accuracy,accuracy,f1_macro,f1_weighted,mae,pearson,classification_score,regression_score
1,raw,1.3366357107576812,0.4521354933726068,0.5618131868131868,0.42354626158135006,0.481720333087612,0.7936019340982906,0.44925611904879803,0.4857663779356766,0.42280272124552165
1,ema,1.3366357107576812,0.4521354933726068,0.27197802197802196,0.2286057429700388,0.1887786427509221,0.8737389014382683,0.010754242016840145,0.24812326852363126,-0.018370388031102133
2,raw,1.1049659608214524,0.6374079528718704,0.6057692307692307,0.516720050864944,0.5602620854996152,0.6266192808388451,0.6007171132103982,0.5567921818218731,0.5798298038491034
2,ema,1.1049659608214524,0.6374079528718704,0.32005494505494503,0.3061679061679062,0.2782796568510854,0.8394459435953899,0.11018055487726516,0.31241707366707366,0.0821990234240855
3,raw,1.0229076767880716,0.671281296023564,0.635989010989011,0.5780711226888205,0.6111178572282784,0.6495394825613623,0.6412488357845474,0.6041341724239062,0.6195975196991687
3,ema,1.0229076767880716,0.671281296023564,0.4107142857142857,0.40431975145597443,0.4175330132477668,0.800436794486154,0.22876372014689714,0.40719729187221454,0.20208249366402534
4,raw,0.9758804433300148,0.6865979381443299,0.6016483516483516,0.5927774296049522,0.6084549270039259,0.6042210021586181,0.6323800529796658,0.5967693445244819,0.6122393529077119
4,ema,0.9758804433300148,0.6865979381443299,0.49725274725274726,0.45579876680459,0.48837042544230647,0.7625522161368601,0.3425441826479643,0.4744530580062608,0.3171257754434023
5,raw,0.8826129263033747,0.7248895434462445,0.6318681318681318,0.563365579648328,0.5998002320341334,0.6238241026511897,0.6475387993396632,0.5941917281472398,0.6267446625846236
5,ema,0.8826129263033747,0.7248895434462445,0.5288461538461539,0.459226355659645,0.49995746998955154,0.7298846730411022,0.42379519560081863,0.49055526484357403,0.39946570649944857
6,raw,0.7968218484577971,0.7705449189985273,0.6167582417582418,0.549739037864918,0.585836811409458,0.667957690001688,0.6315913888817511,0.5798976796169137,0.6093261325483615
6,ema,0.7968218484577971,0.7705449189985273,0.5480769230769231,0.4721113798055378,0.5127584615733903,0.7051039954118435,0.4758236103811046,0.5062958742776612,0.45232014386737646
7,raw,0.7022810655902517,0.8153166421207658,0.6112637362637363,0.5245111667130016,0.567042175823303,0.6688180146724495,0.6273516343903849,0.5635498230108322,0.6050577005679699
7,ema,0.7022810655902517,0.8153166421207658,0.5563186813186813,0.47849733260454,0.5197423000008732,0.6862051454951582,0.5117024665912733,0.5135169395259036,0.48882896174143464
8,raw,0.6243264258697915,0.8456553755522828,0.6167582417582418,0.5826424522375105,0.6093001408718636,0.6290256553938789,0.6361943753282203,0.5979945575218396,0.6152268534817577
8,ema,0.6243264258697915,0.8456553755522828,0.5810439560439561,0.5144746102835337,0.5518894497537045,0.6730036006566869,0.5356863825248253,0.5444308158757238,0.5132529291696024
9,raw,0.5528351015036868,0.8807069219440353,0.5467032967032966,0.5459036082936232,0.5508975726076824,0.6255788093705912,0.6172262559722395,0.5462634680779763,0.5963736289932198
9,ema,0.5528351015036868,0.8807069219440353,0.5810439560439561,0.5218776179098454,0.5574773496769796,0.6621299321840934,0.5551708575093574,0.5485024700701953,0.5330998597698876
10,raw,0.5083322842447677,0.9036818851251841,0.5865384615384616,0.5563946643078092,0.5844756416710658,0.6213283340921907,0.6329796368003412,0.5699593730616028,0.6122686923306015
10,ema,0.5083322842447677,0.9036818851251841,0.5810439560439561,0.5308509940598863,0.5647901583916629,0.6528120306665897,0.5712456148428425,0.5534378269527178,0.5494852138206229
11,raw,0.4370864320222689,0.9363770250368189,0.5906593406593407,0.5615072432553737,0.5885824582056832,0.6320781764204314,0.6324725281262168,0.5746256870871589,0.6114032555788691
11,ema,0.4370864320222689,0.9363770250368189,0.592032967032967,0.5505102084676553,0.5812041787999235,0.6435865506435141,0.5850278376911814,0.5691954498220456,0.5635749526697309
