epoch,train_loss,selection_joint,clean_accuracy,clean_f1_macro,clean_f1_weighted,clean_mae,clean_pearson,missing30_accuracy,missing30_f1_macro,missing30_f1_weighted,missing30_mae,missing30_pearson
1,1.8845974875387745,0.40790109090485166,0.29395604395604397,0.1846386417814989,0.17905609130098926,0.7727849587969543,0.18920182416570516,0.3118131868131868,0.2042896834751855,0.20162741779380183,0.7754310523337303,0.17774366081541224
2,1.765808444156825,0.40802629661371165,0.3173076923076923,0.21617132695078156,0.20861676631750106,0.8672473803111403,0.2421440487216361,0.3090659340659341,0.20856536408337467,0.1970121138256243,0.8882697350064108,0.21740337934694026
3,1.7809086157896807,0.4842818743259751,0.46291208791208793,0.32757492903134894,0.3884535998431308,0.8522487791190513,0.22072614789938988,0.4519230769230769,0.32604780873278205,0.3849339798506193,0.8398102215981523,0.1933990649491181
4,1.7426573973949824,0.5326754004550857,0.4958791208791209,0.3605809504289245,0.419896866022158,0.7471670992141538,0.311102426306696,0.5041208791208791,0.3783775072757964,0.4348362416039335,0.7513867246804523,0.2942591148988777
5,1.6907920180080094,0.5305430370575179,0.4876373626373626,0.3875332962583833,0.43977275229642243,0.740533942714267,0.35627960184665364,0.47115384615384615,0.3724850543067766,0.4245811341419049,0.7411547767170794,0.35554036278030865
6,1.6277974743709387,0.4960360270476666,0.3983516483516483,0.4000115059248823,0.38810656024288936,0.7490766053545356,0.36235587858107343,0.3557692307692308,0.3528649662359342,0.3278963981834022,0.7478482503127972,0.36786714950737415
7,1.5613441032784008,0.5226817201630829,0.42994505494505497,0.42149756837863367,0.4157951521225993,0.7787345889872606,0.32362449349258915,0.4107142857142857,0.4035436330518298,0.39201918300278954,0.7650998910866003,0.3361429737656088
8,1.552953039374307,0.5718291945225397,0.5123626373626373,0.4593161421605482,0.49141367663338575,0.753306460440329,0.3537170204572457,0.5041208791208791,0.4648238603665688,0.49300867678340676,0.7486720708704804,0.364353817260359
9,1.5202922887891253,0.5800937964220777,0.49175824175824173,0.46217442355552435,0.4885049871480935,0.803812476676175,0.35019014222499983,0.510989010989011,0.4894172220173993,0.5121720048036056,0.8022562081576645,0.36930661101294726
10,1.4969097108484428,0.5591091598466494,0.49313186813186816,0.4730096693879915,0.4966858549649066,0.8213464153611042,0.3518329962672423,0.4725274725274725,0.45824523604207884,0.47842515340884334,0.7996948866162751,0.36460962744694014
11,1.4231725674923335,0.5630230767739769,0.4876373626373626,0.46291120282435944,0.486737349923548,0.8473318885333176,0.3550979639514665,0.4848901098901099,0.4657864530361904,0.48692952124223615,0.8259717294812627,0.3605910177027681
12,1.3751628677421641,0.5308035449205841,0.43956043956043955,0.4417356262093542,0.44955022957104673,0.7961757654360314,0.30923127045690796,0.4258241758241758,0.42840527094258435,0.4307435757062623,0.7883661297747384,0.31059170098698025
13,1.312148439549954,0.5438014782742893,0.4519230769230769,0.440273787497371,0.4585927289851593,0.7794025213629389,0.29578306408775784,0.45467032967032966,0.44662663867961877,0.46035557478876526,0.7710827984002797,0.29894969791083364
14,1.2515281104595861,0.5226548930530669,0.41483516483516486,0.418713477552088,0.4219622157386546,0.8158536615268491,0.299431020486149,0.41346153846153844,0.4182170933524687,0.41547857724893433,0.7985151246980672,0.3027142559937725
15,1.2325892843932749,0.5474257774867931,0.47527472527472525,0.46044331983905895,0.47591430175016325,0.8719018394326418,0.32275945529272854,0.46565934065934067,0.4540901497521343,0.4673048065633226,0.847629038184935,0.31568673454366153
16,1.1549408792335296,0.5524355794846055,0.46016483516483514,0.4509631419579064,0.46658097283751737,0.8037744823644631,0.2978967257471736,0.4697802197802198,0.4639791084859663,0.47537547006269676,0.7932847854017682,0.2980966067164064
17,1.1492295265197754,0.5295268857394987,0.44368131868131866,0.43726316402194304,0.45250182061963556,0.8288349689238392,0.3096360253474984,0.4340659340659341,0.42928690782640117,0.4419867762639744,0.8209685242164286,0.29446728555677043
18,1.077313348511669,0.5534070594626891,0.4835164835164835,0.4500174090984453,0.480636604464875,0.8094116220113842,0.29781665119599193,0.4876373626373626,0.45695793639212584,0.4847404694880904,0.8093170908663184,0.2962263648753625
19,1.0027207838040646,0.5408779069784146,0.46153846153846156,0.4434213732919859,0.46667352280740404,0.8548078482945329,0.27801693141667183,0.46565934065934067,0.45036843423116824,0.4691911277773445,0.8409472902482605,0.27105187476066905
