class_id,class_name,precision,recall,f1,support
0,Negative,0.6228070175438597,0.6893203883495146,0.6543778801843319,206
1,Neutral,0.4819277108433735,0.43478260869565216,0.45714285714285713,184
2,Positive,0.7035928143712575,0.6952662721893491,0.6994047619047619,338
