class_id,class_name,precision,recall,f1,support
0,Negative,0.62,0.6019417475728155,0.6108374384236454,206
1,Neutral,0.44886363636363635,0.42934782608695654,0.4388888888888889,184
2,Positive,0.6534090909090909,0.6804733727810651,0.6666666666666666,338
