ratio,accuracy,macro_f1,mae,pearson
0.1,0.6428571428571429,0.620091901436107,0.6233001817054573,0.6138694207560413
0.2,0.6112637362637363,0.5861362266425557,0.6444803753926592,0.5731334134391269
0.3,0.5837912087912088,0.5588546215186543,0.6663207196237796,0.5322579584184797
0.4,0.5728021978021978,0.5540177148399086,0.6590001753475108,0.5174900073836665
0.5,0.5151098901098901,0.5000794076065519,0.7030188939698836,0.44709413919738983
