condition,modality,rate_or_length,position,accuracy,f1_macro,f1_weighted,mae,pearson
missing_position,T,0.3,early,0.4835164835164835,0.4426191191308837,0.47393732871061695,0.7686769738766189,0.3288266663205066
missing_position,T,0.3,middle,0.5054945054945055,0.48239810556997487,0.5056684397179647,0.7601256515043353,0.35454252526968627
missing_position,T,0.3,late,0.49725274725274726,0.4692941183568438,0.4945231029421648,0.7571518872651862,0.34694606193046534
missing_position,A,0.3,early,0.5041208791208791,0.4710147660178818,0.49808860629067936,0.7496107156784402,0.375434851600801
missing_position,A,0.3,middle,0.5054945054945055,0.4732245578080459,0.499822960714647,0.7494980844049867,0.3749359223426641
missing_position,A,0.3,late,0.5054945054945055,0.4737313825794945,0.500049911857783,0.7421645457391975,0.38659355183956023
missing_position,V,0.3,early,0.5096153846153846,0.48107889570735907,0.5061723488717024,0.7420564216352452,0.37999196489898085
missing_position,V,0.3,middle,0.5082417582417582,0.4800535091763827,0.5048629354289786,0.7395064238237236,0.39101705139723003
missing_position,V,0.3,late,0.5054945054945055,0.4773041855790104,0.5024202979830424,0.7453507794080695,0.37877223463188375
