condition,modality,rate_or_length,position,accuracy,f1_macro,f1_weighted,mae,pearson
missing_type,T,0.3,random,0.4945054945054945,0.46462450433760716,0.491643858631937,0.760343171109129,0.34308617995464785
missing_type,A,0.3,random,0.5045787545787546,0.4720567437648582,0.49881916525413383,0.7475241116862557,0.3771225534565866
missing_type,V,0.3,random,0.5068681318681318,0.47734847351752047,0.5031135722577851,0.740119477723149,0.38843149997382986
missing_type,TA,0.3,random,0.49130036630036633,0.4641282616615064,0.4901528222713185,0.7572224297729298,0.3451710618066825
missing_type,TV,0.3,random,0.4876373626373626,0.4612417084808817,0.4874233021560821,0.7497835646556381,0.35235654702466945
missing_type,AV,0.3,random,0.5045787545787546,0.47678702613889673,0.5020041964566047,0.7360559312592393,0.39171359924505417
