class_id,class_name,precision,recall,f1,support
0,Negative,0.6460176991150443,0.7087378640776699,0.6759259259259259,206
1,Neutral,0.44621513944223107,0.6086956521739131,0.5149425287356322,184
2,Positive,0.7649402390438247,0.5680473372781065,0.6519524617996605,338
