epoch,train_loss,accuracy,f1_macro,f1_weighted,mae,pearson,joint
1,0.7600971335005537,0.5906593406593407,0.5917301975066416,0.5979497304588192,0.6292694365696222,0.6357880783643898,0.5912483119253562
2,0.7688686259996111,0.5769230769230769,0.5799651081508946,0.5885547779243571,0.6142471756262878,0.6116187264043179,0.5785961940983766
3,0.724778233008964,0.5810439560439561,0.579569347180151,0.5898672785698204,0.6367733880214184,0.6075541305908485,0.5802329211688633
4,0.6654572342043725,0.6195054945054945,0.5950112041299643,0.6175067048647874,0.6362913207619215,0.6230701070244696,0.606033634798953
5,0.5693080656439344,0.5769230769230769,0.567183861817874,0.5860680580373862,0.6697552405743269,0.6023484717427868,0.5715665086152153
6,0.481886938910618,0.6016483516483516,0.5834913339172959,0.6041405350211305,0.6497669217476089,0.6308705215353657,0.591661991896271
7,0.43791913763384954,0.5728021978021978,0.5601366087362764,0.5777599087170716,0.6333250433355595,0.5790790610714414,0.5658361238159411
8,0.3589270070334461,0.6098901098901099,0.585839670109333,0.6073643896677604,0.6313838639775046,0.6144151400133661,0.5966623680106826
9,0.3157592138675886,0.6043956043956044,0.5776725720373833,0.6019163875889694,0.6506622493712252,0.5897955059676249,0.5896979365985828
10,0.2627781166512275,0.5851648351648352,0.5773442475570135,0.5916713732063277,0.6446181533725134,0.5998134329852255,0.5808635119805333
11,0.2290194259138308,0.5961538461538461,0.5836144135762457,0.5982782332800158,0.6606053571527949,0.584704263395579,0.5892571582361659
12,0.20045390053190917,0.6181318681318682,0.5907742157377037,0.6124974713796715,0.6383026531602609,0.617212770174442,0.6030851593150777
