class_id,class_name,precision,recall,f1,support
0,Negative,0.6502463054187192,0.6407766990291263,0.6454767726161369,206
1,Neutral,0.43636363636363634,0.5217391304347826,0.4752475247524752,184
2,Positive,0.7278688524590164,0.6568047337278107,0.6905132192846034,338
