class_id,class_name,precision,recall,f1,support
0,Negative,0.6571428571428571,0.6699029126213593,0.6634615384615384,206
1,Neutral,0.4358974358974359,0.5543478260869565,0.4880382775119617,184
2,Positive,0.7394366197183099,0.621301775147929,0.6752411575562701,338
