epoch,train_loss,accuracy,f1_macro,f1_weighted,mae,pearson,joint
1,0.7525378947503099,0.5906593406593407,0.5919701254548458,0.5976034985160003,0.6288048541881746,0.6356514128804571,0.5913802722968685
2,0.7610648422040672,0.5769230769230769,0.5799363977396229,0.5888154751957633,0.6143412231816271,0.6116438265600239,0.5785804033721772
3,0.7163534064159215,0.5796703296703297,0.5782637390510462,0.5883419858941892,0.6364316880564809,0.6082693718796749,0.5788967048297238
4,0.656345457674187,0.6195054945054945,0.5950112041299643,0.6175067048647874,0.6372340909751634,0.6220841984498887,0.606033634798953
5,0.5589827045659038,0.5824175824175825,0.5733509931638715,0.5917457455606016,0.671283102822989,0.6026503076331048,0.5774309583280415
6,0.47082076924983585,0.5961538461538461,0.5806174031615573,0.6000505661321601,0.6506401381802689,0.6294641884528882,0.5876088025080872
7,0.4253330042707586,0.5755494505494505,0.5624694918878483,0.5795380869359128,0.6356540585280867,0.5774221290219274,0.5683554732855693
8,0.3450388284487145,0.6057692307692307,0.5820969532305055,0.6035531630942242,0.6317499919463804,0.6140525992734377,0.5927494781229319
9,0.30164625502635384,0.6195054945054945,0.5875989525664393,0.6134507474007386,0.6517830522304623,0.5893231592104355,0.6019568964390142
10,0.25161522202124104,0.5769230769230769,0.5691455290202693,0.5836803284104335,0.6442223684545632,0.602005624985793,0.5726454255765328
11,0.21769041811751427,0.5947802197802198,0.5800667980846793,0.5962872422402424,0.6638040796503076,0.5857643147596001,0.5866878378476725
12,0.18214140863758382,0.625,0.5984460702863983,0.6194931070564211,0.6413488591398153,0.6167354622240058,0.6103953386575192
13,0.17105565442938672,0.5892857142857143,0.58378889160268,0.5957386158830243,0.6441109847238384,0.607452410072991,0.5862624618100454
14,0.1463077039083588,0.6263736263736264,0.6086301849919169,0.6250554575611937,0.6382349158799056,0.6083039681747038,0.6166147336136862
15,0.13390806668968958,0.6208791208791209,0.6053124023656963,0.6234228696304107,0.6243459128411385,0.6107667438164696,0.6123174256967374
16,0.12096812878952962,0.6167582417582418,0.5893160093127999,0.6130288049695504,0.6489401271126674,0.6168954488457732,0.6016650139132488
17,0.11060660476926888,0.6277472527472527,0.6070199228896889,0.6265107089929444,0.6172010431139395,0.6240690954798374,0.6163472213255926
18,0.09614384999481317,0.6153846153846154,0.5968215544088336,0.61591678438173,0.6487553615958089,0.6154869231114445,0.6051749318479354
19,0.09591320343315601,0.625,0.6002714679282336,0.6218012473670184,0.6458289277559763,0.6164129833586555,0.6113993073605285
20,0.0850873601701215,0.6304945054945055,0.6091225202665371,0.6294600129583825,0.6373394763104843,0.6020021982063642,0.618739913619123
21,0.07557924285043623,0.6332417582417582,0.6086660074718179,0.6294623022887628,0.6263005041087476,0.6198019525054949,0.6197250953182911
22,0.0735912579242314,0.6291208791208791,0.6069482000642639,0.627096300300978,0.6280790041984381,0.6188206207105119,0.6169259056397407
23,0.06418590334670565,0.635989010989011,0.603204914987442,0.627432894503962,0.6349519000476314,0.6234740693435453,0.6179577581881481
24,0.06038323279783547,0.6277472527472527,0.6055846884545438,0.6257805637870789,0.6286418586964578,0.6157252330196746,0.6155578423862629
25,0.05527781547160349,0.6428571428571429,0.6168550613170211,0.6382983176644506,0.629683652107545,0.6159403850621744,0.6285559980100759
26,0.053612924224444636,0.6346153846153846,0.6142720840259025,0.6330910660633904,0.6275333448917321,0.6128745771399988,0.6234265692911695
27,0.05227222869816785,0.635989010989011,0.6141107819195858,0.6337799395475289,0.6315038827545992,0.6154067601824736,0.6239559850008272
28,0.04940742360445383,0.6346153846153846,0.6146209645968029,0.6332701942063315,0.6291405235816645,0.6144700295798404,0.6236184536051648
29,0.0490167207284787,0.635989010989011,0.6160567399789141,0.6346731614675106,0.6297442944020616,0.6157108596560292,0.6250262619334577
30,0.052129386114739926,0.6346153846153846,0.6146209645968029,0.6332701942063315,0.6296301526079853,0.615454728315317,0.6236184536051648
