class_id,class_name,precision,recall,f1,support
0,Negative,0.6567164179104478,0.6407766990291263,0.6486486486486487,206
1,Neutral,0.532051282051282,0.45108695652173914,0.48823529411764705,184
2,Positive,0.6819407008086253,0.7485207100591716,0.7136812411847673,338
