class_id,class_name,precision,recall,f1,support
0,Negative,0.6935483870967742,0.6262135922330098,0.6581632653061225,206
1,Neutral,0.410958904109589,0.6521739130434783,0.5042016806722689,184
2,Positive,0.776,0.5739644970414202,0.6598639455782312,338
