epoch,train_loss,train_accuracy,accuracy,f1_macro,f1_weighted,mae,pearson,joint,epoch_seconds
1,1.6565040562634177,0.4297496318114875,0.5425824175824175,0.4669575943769492,0.5082924947556284,0.6753760733495205,0.5507941520315307,0.5821435966065145,2.367257581965532
2,1.3846363372086359,0.603240058910162,0.5934065934065934,0.5690951762546858,0.5901472093102501,0.8035188504171067,0.5926275145808515,0.6904680932193284,2.123977498966269
3,1.259373103788761,0.6424153166421208,0.6085164835164835,0.6074096305188742,0.6200394993162099,0.622691208897747,0.6195945522202899,0.7415518949440217,2.2373851099982858
4,1.1775269175359342,0.6559646539027982,0.5892857142857143,0.5891107078039927,0.602452468653781,0.6032843989419884,0.6362901803708482,0.7280737729319717,2.1654681930085644
5,1.1074569082595933,0.6827687776141385,0.5961538461538461,0.5908124876603317,0.6068252904464435,0.64115476203957,0.6334427674207569,0.7278013541142019,2.2861784370034
6,1.0458432794176917,0.6989690721649484,0.5782967032967034,0.5842883457009851,0.5887990107666157,0.6125179906970576,0.6462156854184462,0.725425000699028,1.9442976559512317
7,0.9836072094843421,0.724300441826215,0.6167582417582418,0.6003647139012128,0.6182595868127911,0.5991278973911444,0.6366329604402657,0.7395520240982411,1.9845729949884117
8,0.9055235868608448,0.7463917525773196,0.6085164835164835,0.5837993768155831,0.6070826939655775,0.6063719536924599,0.6264258996992983,0.7201934532839924,1.854216773994267
9,0.8032469098836603,0.7832106038291605,0.5975274725274725,0.5884241673817303,0.6048065147831203,0.6160230825838741,0.616329064860092,0.7219723308439575,1.90842007601168
10,0.7100318980888581,0.8185567010309278,0.5714285714285714,0.5688940551415211,0.5815430004465242,0.6558078155401265,0.6220810764105883,0.702554063726164,1.9992301549646072
11,0.6150170024571844,0.8494845360824742,0.5892857142857143,0.5751054707090596,0.5944380012965639,0.6200114727428997,0.6064722327287271,0.7060564797998113,1.7360193209606223
