epoch,train_loss,train_accuracy,accuracy,f1_macro,f1_weighted,mae,pearson,joint,epoch_seconds
1,1.8580331002042887,0.37731958762886597,0.5096153846153846,0.40955940962213694,0.45324190240932605,0.7252913022149676,0.5156872085646447,0.5143048350227992,2.9223007449763827
2,1.4432450700813615,0.566421207658321,0.5192307692307693,0.5258370949193059,0.5262399133918046,0.7034535305836791,0.5920078463300923,0.650390605482373,2.2788805869640782
3,1.29554945090567,0.6185567010309279,0.5714285714285714,0.5438279041007611,0.5667214471380505,0.6201033119235705,0.623412736094548,0.6790109777269457,1.8445451589650474
4,1.200621055045598,0.6509572901325479,0.6167582417582418,0.5886620073367062,0.6108692297375602,0.6311986200482032,0.6281902860454364,0.7246696248464585,2.2906382129876874
5,1.1365646941001426,0.6786450662739323,0.6167582417582418,0.6045535007861872,0.6240271625401609,0.627850824937763,0.6430704821207873,0.7443927604851251,2.290203203971032
6,1.0741900913592235,0.6880706921944035,0.5412087912087912,0.5497976437722425,0.5507354129155689,0.5976022103130383,0.6352915916684616,0.6887004680122566,2.0553705120109953
7,0.9995145217073915,0.7122238586156112,0.5975274725274725,0.5876205086491536,0.6072761157584063,0.614883984890984,0.6376603109676352,0.726539453561363,1.7818659510230646
8,0.9086207600546555,0.7422680412371134,0.5453296703296703,0.5506441277873902,0.5422076353912808,0.6783811115739089,0.6223078319762745,0.6836083820623285,1.776648117986042
9,0.8540396021565361,0.7649484536082474,0.5604395604395604,0.5611456724612834,0.574497013196816,0.6556010022673086,0.6191113634944791,0.6940701465926596,1.7672245709691197
10,0.754507753770676,0.8,0.5961538461538461,0.5813580642902926,0.6013187765728112,0.6836741018671271,0.6128622876948822,0.7117844994851089,1.757960490998812
11,0.6591128193436654,0.8253313696612665,0.592032967032967,0.5609709118216825,0.588106717555081,0.67076989438111,0.6079544001456979,0.6906005153787366,1.7646433989866637
12,0.5617686205066985,0.8665684830633285,0.5686813186813187,0.5430350557043798,0.57020720929712,0.7761458977538795,0.5560236054066973,0.6561694271309249,2.061519672977738
13,0.4721701075913201,0.8969072164948454,0.5865384615384616,0.5726278703593893,0.590492458041955,0.6646402741163191,0.5954134538664775,0.6993265580221314,2.033620497037191
