class_id,class_name,precision,recall,f1,support
0,Negative,0.6871794871794872,0.6504854368932039,0.6683291770573566,206
1,Neutral,0.41125541125541126,0.5163043478260869,0.4578313253012048,184
2,Positive,0.7284768211920529,0.650887573964497,0.6875,338
