class_id,class_name,precision,recall,f1,support
0,Negative,0.6650717703349283,0.6747572815533981,0.6698795180722892,206
1,Neutral,0.4292237442922374,0.5108695652173914,0.4665012406947891,184
2,Positive,0.7266666666666667,0.6449704142011834,0.6833855799373041,338
