class_id,class_name,precision,recall,f1,support
0,Negative,0.6347305389221557,0.5145631067961165,0.5683646112600537,206
1,Neutral,0.4166666666666667,0.5163043478260869,0.46116504854368934,184
2,Positive,0.6636636636636637,0.6538461538461539,0.6587183308494784,338
