position,accuracy,macro_f1,mae,pearson
early,0.5260989010989011,0.5140306837573392,0.6804349996758162,0.5252375202625336
middle,0.5302197802197802,0.5204801559005494,0.678866702556651,0.5130392576970982
late,0.5178571428571429,0.4762503363727772,0.6989641196979082,0.4530652289130266
