experiment,accuracy,macro_f1,weighted_f1,neg_f1,neutral_f1,pos_f1,neutral_precision,neutral_recall,mae,pearson,trainable_params,epoch,gpu_memory_mb,validation_only,directory
seed_42,0.6387362637362637,0.6126343461145223,0.6338082440977344,0.6828193832599119,0.4523809523809524,0.7027027027027027,0.5,0.41304347826086957,0.6066223868879855,0.6421072024705385,,6,,True,outputs/q2_v2/01_run_a_oracle_text
seed_2026,0.6291208791208791,0.6032750570032431,0.6262105662359031,0.6820276497695853,0.42735042735042733,0.7004470938897168,0.4491017964071856,0.4076086956521739,0.7999045086415628,0.645657948991213,694879,3,47.5185546875,True,outputs/q2_score_push/seeds_oracle/2026
seed_3407,0.6195054945054945,0.6065887795681274,0.6247468887768428,0.6698795180722892,0.4665012406947891,0.6833855799373041,0.4292237442922374,0.5108695652173914,0.6394994186651944,0.6230314660851112,694879,10,47.5185546875,True,outputs/q2_score_push/seeds_oracle/3407
