class_id,class_name,precision,recall,f1,support
0,Negative,0.6218487394957983,0.7184466019417476,0.6666666666666666,206
1,Neutral,0.4918032786885246,0.32608695652173914,0.39215686274509803,184
2,Positive,0.6793478260869565,0.7396449704142012,0.7082152974504249,338
