ratio,accuracy,macro_f1,mae,pearson
0.1,0.6387362637362637,0.6152303502549069,0.6320772945188794,0.6110761662365422
0.2,0.6043956043956044,0.5754231868648344,0.6672262927033723,0.5676021075130716
0.3,0.5934065934065934,0.5622206848841231,0.6956410663577237,0.5325035867639175
0.4,0.5659340659340659,0.5393636791792366,0.706534907655793,0.5077780266194344
0.5,0.5151098901098901,0.4884906606530288,0.7400012145020071,0.44449800945872686
