ratio,accuracy,macro_f1,mae,pearson
0.1,0.6387362637362637,0.6154174696737441,0.6311086951457553,0.6095135146985572
0.2,0.603021978021978,0.5742350016107033,0.6623894110831156,0.565384829499178
0.3,0.5961538461538461,0.5613013624989672,0.6928264037673976,0.52780865425558
0.4,0.5576923076923077,0.5287690154999298,0.7023565368253513,0.5019294287513769
0.5,0.521978021978022,0.4857895339696858,0.7398704532476316,0.43232022177121193
