class_id,class_name,precision,recall,f1,support
0,Negative,0.675531914893617,0.616504854368932,0.6446700507614214,206
1,Neutral,0.4418604651162791,0.5163043478260869,0.47619047619047616,184
2,Positive,0.6923076923076923,0.665680473372781,0.6787330316742082,338
