class_id,class_name,precision,recall,f1,support
0,Negative,0.6666666666666666,0.6893203883495146,0.6778042959427207,206
1,Neutral,0.44036697247706424,0.5217391304347826,0.47761194029850745,184
2,Positive,0.734006734006734,0.6449704142011834,0.6866141732283465,338
