position,accuracy,macro_f1,mae,pearson
early,0.5480769230769231,0.5154702384365307,0.6797235601891541,0.5280687049398225
middle,0.5837912087912088,0.5588546215186543,0.6663207196237796,0.5322579584184797
late,0.5288461538461539,0.49021868546026076,0.6889193798161104,0.480040240494102
