class_id,class_name,precision,recall,f1,support
0,Negative,0.6457399103139013,0.6990291262135923,0.6713286713286714,206
1,Neutral,0.4472573839662447,0.5760869565217391,0.503562945368171,184
2,Positive,0.7574626865671642,0.6005917159763313,0.66996699669967,338
