position,accuracy,macro_f1,mae,pearson
early,0.5398351648351648,0.499589981581507,0.7226684553754019,0.5140598864657074
middle,0.5961538461538461,0.5613013624989672,0.6928264037673976,0.52780865425558
late,0.5302197802197802,0.4837836763712316,0.7282041176785152,0.4539656169411768
