epoch,train_loss,selection_joint,clean_accuracy,clean_f1_macro,clean_f1_weighted,clean_mae,clean_pearson,missing30_accuracy,missing30_f1_macro,missing30_f1_weighted,missing30_mae,missing30_pearson
13,1.5103379666248216,0.5465269850592063,0.47115384615384615,0.4671086657109931,0.48108041928557993,0.7657674396906948,0.3588126227207282,0.4409340659340659,0.44190871139671845,0.4514619421967721,0.761168849472197,0.3574708964835855
14,1.4307208685117347,0.5515926565509428,0.46153846153846156,0.4510576042347141,0.46958931803631726,0.7896830292260607,0.35891031508316706,0.45604395604395603,0.4478944531209648,0.4647080868110012,0.7818033411078011,0.35927020802404935
15,1.398932190698998,0.5576282440842162,0.49725274725274726,0.44524977288690365,0.4776964512950046,0.797489060917332,0.35805305945187516,0.49313186813186816,0.4417237848079094,0.4745392030466084,0.7931722857289599,0.3552045332394305
16,1.3497222544990968,0.5562669809204333,0.49175824175824173,0.4752623435611228,0.494488526003449,0.7522568984134993,0.3512846844319701,0.46565934065934067,0.45574609286119555,0.470490570696665,0.7489495431942926,0.34230792331115445
17,1.3254389768448946,0.5469729492455986,0.4725274725274725,0.46300512429512825,0.479796437406334,0.7755100389387315,0.34921276110805793,0.45054945054945056,0.441077441077441,0.46051171051171047,0.7703956381889868,0.34782611312464734
18,1.2948396016504162,0.5690539157095856,0.4739010989010989,0.4602951317313157,0.48010942735943474,0.743071771612529,0.33504895645997623,0.4876373626373626,0.4759719066961905,0.4943980136126105,0.7387290291966625,0.33992687333129157
19,1.2138944769574103,0.5418464530781295,0.44642857142857145,0.4457209210495105,0.45433795691961215,0.7666804206109501,0.3325732816552179,0.4381868131868132,0.4406698480539038,0.44592118836698297,0.7664112228902433,0.3310869128565763
20,1.1731911658126617,0.5331545660138921,0.4574175824175824,0.4559017903851233,0.46567093818579514,0.8025826096995593,0.309208693547694,0.4326923076923077,0.42986936393421815,0.4415796708295889,0.784940279874558,0.3101938056605342
21,1.1453490769751717,0.5513104294672294,0.4725274725274725,0.4490193770319211,0.4738133375467966,0.7956600177153282,0.3371207162053475,0.4684065934065934,0.4445819921862841,0.4711439390112953,0.7796507407383415,0.34070096709838965
22,1.05012591419933,0.5525689820816951,0.47802197802197804,0.4434826866519117,0.47270409392628454,0.8561860142055973,0.32221137268901845,0.48214285714285715,0.45108884803865373,0.47914361110298603,0.8362283330531611,0.3277087010808808
23,1.046912949775981,0.534244497509223,0.4519230769230769,0.43509606276981055,0.45616692084324384,0.8433224623578288,0.29381226010161143,0.4478021978021978,0.42466365789163213,0.4510756207730595,0.8193822161532468,0.3170462288341168
24,0.977082742151813,0.5473805719774161,0.46565934065934067,0.4551078936522616,0.47110567457862046,0.8102580762140781,0.31809144235818265,0.45604395604395603,0.44646949266809655,0.46422946915515023,0.7921223423300134,0.3336910211927513
25,0.9691873655140957,0.5538727063536286,0.5041208791208791,0.46145865753708887,0.4930889449797013,0.8366794476775224,0.32712214661896716,0.48626373626373626,0.44114156759968487,0.47437342923457265,0.8143473318390994,0.3489967217580782
26,0.9500404089410729,0.5341840104806375,0.4574175824175824,0.43537852774901076,0.45933300274597466,0.8719698124098884,0.28510229114650815,0.4519230769230769,0.43090922207605953,0.45563461129671273,0.845783252851586,0.30139340932661385
27,0.8994746960212137,0.5584823806068062,0.4739010989010989,0.45155038656795604,0.4748385085890615,0.8371377125651713,0.29536023056740507,0.48626373626373626,0.46565805910867897,0.4882614347210544,0.8165887941847488,0.3181245244965754
28,0.8702102119677535,0.5320029674523479,0.4574175824175824,0.423436441228412,0.45412958753678256,0.9177824017413634,0.28836328346854345,0.46016483516483514,0.4247968768627244,0.455396979560341,0.8910899141203397,0.30269877972162035
