epoch,train_loss,selection_joint,clean_accuracy,clean_f1_macro,clean_f1_weighted,clean_mae,clean_pearson,missing30_accuracy,missing30_f1_macro,missing30_f1_weighted,missing30_mae,missing30_pearson
1,1.9608682884234134,0.4369916835101868,0.36126373626373626,0.28714289739606996,0.31798139030107353,0.7740102804319966,0.19325967282545028,0.34203296703296704,0.27912314637291585,0.304550899209581,0.7875493758823083,0.14534247452431973
2,1.7944119912441645,0.4347703424031556,0.3447802197802198,0.2884777351864372,0.2920368943409965,0.8669372231336209,0.21804711653988004,0.31868131868131866,0.28272869659319655,0.2664049108351389,0.8680368447561165,0.19637448930410395
3,1.792192273050825,0.4881682393727123,0.43956043956043955,0.3256064690026954,0.3809958235834247,0.803519106389773,0.24085910054696505,0.4409340659340659,0.3288178589548452,0.38345417900212414,0.8002677704941591,0.2228948862376641
4,1.783447169811926,0.4803408015938154,0.38324175824175827,0.3208919594461763,0.35017392246307905,0.7783290742887542,0.22423318642759885,0.38324175824175827,0.3413081604213654,0.36259225306439136,0.7707925271751375,0.2288970579572389
5,1.7420070004240376,0.4948163722868406,0.47802197802197804,0.32868816363579173,0.38809977111226757,0.7941742915433708,0.20891688523873253,0.4725274725274725,0.3280685260224902,0.38423718265347223,0.7828548982372292,0.20802611967169893
6,1.7422835214115748,0.4825091368216023,0.3956043956043956,0.38670578291367397,0.4011747230130982,0.8335229027842026,0.2237014835081516,0.3695054945054945,0.3634666009706953,0.37269049752546446,0.8236184883488542,0.2328030181834245
7,1.6912259977554607,0.5335393153435324,0.43131868131868134,0.41913539220897733,0.4339911361457816,0.797296418931852,0.3106363678073579,0.43543956043956045,0.4286766915838796,0.4401947053178661,0.7860355985125113,0.3115549048392795
8,1.685496047278431,0.5481653786748805,0.5013736263736264,0.4096286519360839,0.45844669785038,0.7486638424916137,0.33209802874644484,0.49175824175824173,0.4151268974581915,0.45955451116609797,0.7462733649214727,0.3379605789682133
9,1.6234393777134262,0.5542007337514951,0.48214285714285715,0.44878724878724885,0.4756336387105618,0.7807946249538493,0.3463575428330678,0.4642857142857143,0.4428359697900757,0.4652148243726565,0.7531726198953098,0.36636277398644446
10,1.6032393836529455,0.5610132527091505,0.4642857142857143,0.45777484132237706,0.4724867177029971,0.7657945756314343,0.3763176766257701,0.45604395604395603,0.4597784445166196,0.46105978540129555,0.7510980457981542,0.38907768325801895
11,1.5661103870267066,0.5528573471061318,0.4381868131868132,0.4415157356621758,0.44517385623056854,0.7727889455228041,0.36228144894941944,0.44505494505494503,0.44977048506440126,0.4489138507765187,0.7579614302753676,0.3765761006689878
12,1.53982355995713,0.5420432498639848,0.43956043956043955,0.4386509060512102,0.447681866497233,0.7561229281949396,0.3801793430617793,0.43131868131868134,0.4299151487744653,0.437193233554867,0.7574671962048032,0.3729330981879336
