epoch,train_loss,selection_joint,clean_accuracy,clean_f1_macro,clean_f1_weighted,clean_mae,clean_pearson,missing30_accuracy,missing30_f1_macro,missing30_f1_weighted,missing30_mae,missing30_pearson
11,1.2288015345546688,0.553958888652418,0.46703296703296704,0.44642832956763184,0.4719658680429715,0.7943523705909463,0.33324604601032726,0.47527472527472525,0.4500454775337448,0.4755494021496939,0.7842258165146232,0.3346846481812571
12,1.1474967632338264,0.5303106707505625,0.42445054945054944,0.4202479305292604,0.42165797057649457,0.8883697772161923,0.3598391425463794,0.43543956043956045,0.42480151980820474,0.4299305301065384,0.8905195378895739,0.3383698048182358
13,1.0718475713908115,0.5419478397982603,0.46565934065934067,0.4572439405465983,0.46938579224892996,0.8237800079509475,0.3388215182639847,0.45054945054945056,0.43894423552297085,0.45243546653174066,0.8253396156501117,0.33557580408290766
14,0.9759702916457275,0.5505440718743537,0.44368131868131866,0.43965099170367167,0.4501166498314183,0.7944496993831318,0.34874167935048855,0.4574175824175824,0.4491122410855044,0.4622217688405255,0.7933580095650741,0.3493463389462828
15,0.8806909378443923,0.5553073766838837,0.45879120879120877,0.4487453102737617,0.4658814574229219,0.7995897256057636,0.3355253984905975,0.4697802197802198,0.4533467636192035,0.4749916587559901,0.7838887455737267,0.34708313400635166
16,0.8042483343699268,0.5718075522855983,0.489010989010989,0.4719405133908244,0.4932469487823815,0.7844712351666953,0.3538362340875608,0.5,0.47576166938249226,0.5009647200703983,0.7775945495155251,0.3533655638200181
17,0.7424959275767068,0.5204447769997492,0.42857142857142855,0.4343633924200318,0.4330877693503372,0.8155741577866937,0.3497816835673242,0.4024725274725275,0.40734281875381423,0.40671468777285386,0.8234856592092771,0.34744753222596975
18,0.6734374424564504,0.5456986882365479,0.4684065934065934,0.458156588914159,0.47419890831777844,0.7954419841209508,0.3446299071864882,0.4532967032967033,0.43985010951204595,0.4576182643527122,0.7982278759391392,0.34670694304090344
19,0.6017941077735937,0.5300690018961723,0.4423076923076923,0.43958151723571337,0.4531672501988839,0.7982859997656695,0.33170348270367306,0.4271978021978022,0.4229890875179583,0.4367964908172511,0.8088480175442733,0.32532617274120057
20,0.5893330085221852,0.5482127236779675,0.4642857142857143,0.4521641813880408,0.4702402114490173,0.8029500924413486,0.3548566605955219,0.46153846153846156,0.44425697868727293,0.4639928236852058,0.8104581284838227,0.3428885774159818
21,0.5428368769516455,0.5496929270587823,0.4766483516483517,0.45061535907947964,0.4743884935155198,0.8048158087185584,0.33566778353087906,0.47802197802197804,0.4432473323065862,0.4706985217796297,0.8130558867989028,0.3256292846874215
22,0.4697949549305105,0.5547938059863468,0.46153846153846156,0.4402490284759009,0.4640924342993275,0.8448250306937153,0.34228734979755493,0.4766483516483517,0.4511517381268963,0.4760839365038897,0.8153012747566758,0.34794938774143175
23,0.4300511250986117,0.5588532621202702,0.45879120879120877,0.44156633668465867,0.46465057706815455,0.7838426437035425,0.35583216882787794,0.4739010989010989,0.45751712056059884,0.47829893470122803,0.7837203226992822,0.35546409067000045
24,0.38342610182606174,0.5553871233792055,0.4697802197802198,0.45675144681186225,0.47558516923203703,0.8580321345844812,0.3521150151473873,0.47527472527472525,0.45496487270585534,0.47707538781043035,0.8428362778753841,0.3557804040579527
25,0.3778922903203519,0.5515522482601097,0.4793956043956044,0.44065209490615764,0.47174401456344894,0.8427474119880871,0.33099982689286506,0.48214285714285715,0.441030121699596,0.4723481642969065,0.8187531821706696,0.34074920390456304
26,0.37279456436077013,0.5548764426663021,0.48626373626373626,0.45318425884272345,0.4818140226208429,0.8340839208916065,0.3463226841622776,0.4848901098901099,0.445003674437127,0.47570723839389145,0.817041955325384,0.3500378152563951
