modality,accuracy,macro_f1,mae,pearson
T,0.5796703296703297,0.5404553645927174,0.7011532550255491,0.5017584967598951
A,0.5714285714285714,0.5643251861140887,0.6255993854106087,0.5964143276876913
V,0.6208791208791209,0.5916821818547778,0.6323071267778198,0.6177412796053268
TA,0.532967032967033,0.5264153382785467,0.6824168053329002,0.5068976064920728
TV,0.5824175824175825,0.540740802974526,0.7022613223225063,0.5051115702859102
AV,0.5631868131868132,0.5535209275456984,0.6189027726733392,0.6108009871877068
