epoch,train_loss,selection_joint,clean_accuracy,clean_f1_macro,clean_f1_weighted,clean_mae,clean_pearson,missing30_accuracy,missing30_f1_macro,missing30_f1_weighted,missing30_mae,missing30_pearson
1,1.99313707440813,0.4405762055288056,0.3475274725274725,0.2908179651887706,0.304603724309386,0.7729855681803771,0.22134959080615224,0.3269230769230769,0.28360419116360824,0.2675881551440362,0.7750522938805151,0.1866926726783941
2,1.7905685623115468,0.47499679019256946,0.3543956043956044,0.3148930611251191,0.3207501604276294,0.7740011335343218,0.22594896499533834,0.36126373626373626,0.3496296784393163,0.3402074218710814,0.7699953294702957,0.20648188117111624
3,1.7822089328944126,0.47739237045452676,0.47115384615384615,0.3063503274380078,0.3726344608301164,0.8015702390759623,0.21105795609441563,0.46291208791208793,0.2987443686790092,0.36571798623619356,0.8214263042961477,0.1854010772292714
4,1.7644116276892545,0.5062467017322374,0.4684065934065934,0.34488810326962516,0.40223693507687164,0.7895149607185765,0.2644076130822608,0.4697802197802198,0.34733897986277135,0.40442441350456715,0.7932387037883297,0.25515951219703137
5,1.7390913584521999,0.5296794528438511,0.45054945054945056,0.41126086148352353,0.4468505232819221,0.7813153042260348,0.3257082874351218,0.4381868131868132,0.4089257941374489,0.4386329707462258,0.7731976119790528,0.3253488175839468
6,1.7162081437690235,0.5452063514944683,0.46291208791208793,0.4367517112813,0.46480141250502777,0.8198754271538097,0.3274323881747071,0.45879120879120877,0.44550793646686465,0.46656415801738976,0.8185335484484932,0.32405959164550546
7,1.6451851664302506,0.5228155376459833,0.42445054945054944,0.40649159512700644,0.4161158082769973,0.7971215668261681,0.3065645365579468,0.42032967032967034,0.41207676393615483,0.41694585445970167,0.7872142075549153,0.30293570450925833
8,1.614200636605236,0.5452469369275571,0.5082417582417582,0.4052552394483124,0.4538720664628655,0.790729909777388,0.33739494533550196,0.5041208791208791,0.40434512664276073,0.4528105320735709,0.7807065315941505,0.3338499952166289
9,1.5995415905925716,0.5547903395086475,0.4848901098901099,0.4451033591365361,0.4741343276777703,0.7927430841040665,0.3676605583126277,0.4739010989010989,0.4436473352697532,0.4695746038549031,0.786652741349906,0.36296907605163625
10,1.574587683811366,0.5467284132154411,0.4642857142857143,0.45610413408234846,0.47574505866728195,0.7504182792430844,0.36595945683580655,0.4423076923076923,0.44138227565193855,0.4547652721810025,0.7513193522159721,0.35386929016910523
