epoch,train_loss,selection_joint,clean_accuracy,clean_f1_macro,clean_f1_weighted,clean_mae,clean_pearson,missing30_accuracy,missing30_f1_macro,missing30_f1_weighted,missing30_mae,missing30_pearson
11,1.5073305847488832,0.5515061633510524,0.47802197802197804,0.4595108224844031,0.47806945012204155,0.8186036402802239,0.34554027026135736,0.46291208791208793,0.45305563443988267,0.4694785767919079,0.8166845856844652,0.3443431888263583
12,1.4655673860389495,0.5408296286785037,0.4574175824175824,0.45129709404058077,0.4668962632957388,0.7580056080024096,0.3572452030001239,0.4368131868131868,0.43294527156204077,0.44670038581785465,0.76178740882932,0.3454788589596695
13,1.4330931729245409,0.5495186030465324,0.47802197802197804,0.44787441672090805,0.4765933746442998,0.7727149185800675,0.3689151119671133,0.46016483516483514,0.4359448002408815,0.4629861876428807,0.7784556454040524,0.36655597152974184
14,1.3756359737610149,0.5513975418625675,0.49175824175824173,0.475966087832131,0.49524613766611775,0.811674213589068,0.3653214596983791,0.46153846153846156,0.44604515579391674,0.46772740061107915,0.8081611815422958,0.36244144821756885
15,1.3642066750570991,0.5680628175033705,0.489010989010989,0.4663707448412919,0.48995451304536863,0.7826322857808619,0.3714484977005772,0.4876373626373626,0.47076099597771653,0.49177775078437835,0.7871473614870991,0.36595597060947255
16,1.3119576305986564,0.5351860535565224,0.43956043956043955,0.4357092039346575,0.4487021574487795,0.805661776094764,0.32780511062231676,0.4340659340659341,0.4330959125118023,0.4413613433290028,0.8079119019282618,0.3238527660585692
17,1.2809643199510663,0.507313913690755,0.38873626373626374,0.39064169461524195,0.3902450969873253,0.7856982553446189,0.3101812341270147,0.38461538461538464,0.3880206069171512,0.3848582332020923,0.7897229457282394,0.3187120192185434
18,1.2365171820203835,0.5344504597988619,0.43956043956043955,0.4301672300027715,0.44782453907953573,0.7797430756215292,0.2871059186187873,0.4381868131868132,0.43154454264744896,0.44625365353317725,0.77627257061457,0.3014143608502392
19,1.1673159376483098,0.5168918932480894,0.42032967032967034,0.4225117667489491,0.43240633217087715,0.8247819642159272,0.3318493984017458,0.40384615384615385,0.40499553225786794,0.41626125932660507,0.8278902486071584,0.32461144741324094
20,1.138280705870869,0.5219114600825169,0.4271978021978022,0.4314678421093912,0.4374679009707974,0.8110230366837241,0.3112360205756727,0.41208791208791207,0.41589183072739,0.4194745491597323,0.8170433756054231,0.31343608068978857
21,1.116229195461095,0.5223346130625067,0.4423076923076923,0.42974851243983064,0.4471439397927364,0.8660192164297569,0.3254794567833657,0.4217032967032967,0.4125943950854822,0.42675947409126064,0.8600851149060943,0.3240400508165481
22,1.0541563540975625,0.54583892926445,0.46291208791208793,0.4518290356625007,0.4718746533366829,0.7910183725448755,0.3387077616817316,0.4519230769230769,0.4446861788985809,0.4615155856373655,0.7932942291212545,0.3350616710019215
23,1.0261636103425071,0.5260887662331344,0.44505494505494503,0.4358119908350724,0.4506488063647778,0.8712234357138456,0.29852184838107587,0.43131868131868134,0.42341692106036194,0.43564944569385416,0.8681309637044311,0.3077577737404714
24,0.9816428071984621,0.5160592200794343,0.44368131868131866,0.43226994426732857,0.45200588400162095,0.8054513524398067,0.29956543294789617,0.4065934065934066,0.4012779884131261,0.4170465349976883,0.8033456896955613,0.3130468557701321
25,0.9786858374827376,0.5330490034014344,0.4271978021978022,0.41869175627240135,0.43814722911497106,0.817851654876754,0.2994442845702169,0.43956043956043955,0.43174587750218874,0.4485810667390324,0.8154552084728653,0.3025647744736132
