class_id,class_name,precision,recall,f1,support
0,Negative,0.6033755274261603,0.6941747572815534,0.6455981941309256,206
1,Neutral,0.45098039215686275,0.5,0.4742268041237113,184
2,Positive,0.7247386759581882,0.6153846153846154,0.6656,338
