epoch,model_kind,train_loss,train_accuracy,accuracy,f1_macro,f1_weighted,mae,pearson,classification_score,regression_score
1,raw,1.3620268931971733,0.40235640648011783,0.4532967032967033,0.45843492850178946,0.45034693923222247,0.6934987597946579,0.5249989287398749,0.4561227271595007,0.5018823034133862
2,raw,1.1219068802333545,0.5908689248895435,0.5837912087912088,0.5115740696385859,0.5533648628118675,0.8099078605662146,0.5823736042979364,0.5440717822572663,0.5553766756123959
3,raw,1.0564699295167543,0.6359351988217967,0.5961538461538461,0.588789179914218,0.6028627433395367,0.6064468270223997,0.6122960939812676,0.5921032797220507,0.5920811997471876
4,raw,0.9609831439553375,0.6709867452135493,0.5879120879120879,0.5876090821837886,0.5983053032329642,0.6423813840895661,0.5934691751895729,0.5877454347615233,0.5720564623865874
5,raw,0.8686814008299837,0.7013254786450662,0.5425824175824175,0.5508002956847081,0.553718473998176,0.6052192869779441,0.615972728247946,0.5471022505386774,0.5957987520153479
6,raw,0.8034828324030004,0.7240058910162003,0.625,0.5954313289831439,0.6201937070241639,0.6661702660750342,0.617828665587762,0.6087372309407292,0.5956229900519274
7,raw,0.6666493544522372,0.7896907216494845,0.6002747252747253,0.561157804838873,0.5905519020147457,0.6664193723169104,0.6120086261179526,0.5787604190350065,0.5897946470407223
8,raw,0.5657000760793335,0.8282768777614139,0.5659340659340659,0.5695067041116805,0.5750665409701939,0.6211178558923376,0.5838467590744059,0.5678990169317539,0.5631428305446613
9,raw,0.4730058587440159,0.8642120765832106,0.5810439560439561,0.5687756633097711,0.5853366699857766,0.630191010168426,0.6027188468698864,0.5742963950401544,0.5817124798642722
10,raw,0.39777330358091617,0.8957290132547865,0.6153846153846154,0.5893246187363834,0.6103731236084178,0.6719313051100951,0.6060681470596709,0.6010516172280879,0.5836704368893344
11,raw,0.3322460734791538,0.9189985272459499,0.5810439560439561,0.566485032387372,0.5862477068416666,0.6342063264569183,0.6110199563201892,0.5730365480328349,0.5898797454382919
12,raw,0.2979780182966603,0.9366715758468336,0.6002747252747253,0.5806850511244243,0.6001822342256234,0.6182466180621554,0.6191240235351239,0.5895004044920598,0.598515802933052
13,raw,0.23863319052556126,0.9614138438880707,0.6208791208791209,0.6023759231092317,0.6214982080586857,0.6333783025498972,0.6171089693881705,0.6107023621056819,0.595996359303174
14,raw,0.21905838607073883,0.9605301914580265,0.6181318681318682,0.5772466075513388,0.6034962710476616,0.6719784522625799,0.6309767256666471,0.595644974812577,0.608577443924561
15,raw,0.17403576184881628,0.9752577319587629,0.6043956043956044,0.5642306925407551,0.5936030467686702,0.629163374455267,0.6373283473978735,0.5823049028754372,0.6163562349160312
16,raw,0.17191882832236424,0.9746686303387334,0.6167582417582418,0.5521571021571021,0.5879122556320359,0.6619124422598232,0.6269492392511132,0.581227614977615,0.6048854911757858
17,raw,0.16474396138066572,0.9776141384388807,0.5989010989010989,0.5585737819053826,0.5871031101544332,0.632580677882268,0.6019110565092168,0.576721074553455,0.5808250339131412
18,raw,0.13357753890823018,0.9846833578792342,0.6057692307692307,0.5715622613349834,0.597721978701754,0.5992604367649899,0.6347921213248381,0.5869553975803947,0.6148167734326717
19,raw,0.1292321226020537,0.9852724594992637,0.6085164835164835,0.5749391084213742,0.6003988440560456,0.6099714601166473,0.610684505636942,0.5900489272141733,0.5903521236330538
20,raw,0.11301838592111801,0.987039764359352,0.5947802197802198,0.5636250574144084,0.5897061702386227,0.6364188967733183,0.616942480024429,0.5776448804790235,0.5957285167986517
21,raw,0.1099549646455032,0.9896907216494846,0.6153846153846154,0.5920222178688096,0.6141005612080285,0.6852420526164889,0.6225074212681574,0.6025352967509223,0.5996660195142745
