class_id,class_name,precision,recall,f1,support
0,Negative,0.6467889908256881,0.6844660194174758,0.6650943396226415,206
1,Neutral,0.45454545454545453,0.46195652173913043,0.4582210242587601,184
2,Positive,0.6996904024767802,0.6686390532544378,0.6838124054462935,338
