class_id,class_name,precision,recall,f1,support
0,Negative,0.6391304347826087,0.7135922330097088,0.6743119266055045,206
1,Neutral,0.41544117647058826,0.6141304347826086,0.4956140350877193,184
2,Positive,0.7876106194690266,0.5266272189349113,0.6312056737588653,338
