epoch,train_loss,accuracy,f1_macro,f1_weighted,mae,pearson,joint
1,0.7544258306516665,0.592032967032967,0.5933263940004431,0.5992075409451486,0.6289640272753876,0.6356970258291189,0.5927443518650789
2,0.7630710757781412,0.5769230769230769,0.5799068140728428,0.5885674367814628,0.6143197682775701,0.6117883744144923,0.5785641323554482
3,0.71848493535942,0.5796703296703297,0.5784576875039757,0.5885379178656076,0.6366348188734424,0.6079987512520122,0.579003376478835
4,0.6586482708699235,0.6195054945054945,0.5950112041299643,0.6175067048647874,0.6369342573446345,0.6225255142796854,0.606033634798953
5,0.5616747438907623,0.5796703296703297,0.5700615741666532,0.5886462834686357,0.6710131491968091,0.6024663560737524,0.5743855141433076
6,0.4735558073375827,0.5989010989010989,0.5821342760462005,0.6022352214108747,0.650734645855654,0.6299805110214534,0.5896793463309048
7,0.4287067664282344,0.5755494505494505,0.5624694918878483,0.5795380869359128,0.6349889089189953,0.5776510154023863,0.5683554732855693
8,0.34844999182447095,0.6071428571428571,0.5835679209244286,0.6049780214767598,0.6319039067012644,0.6137978672008755,0.5941766422227215
9,0.3056056878277075,0.614010989010989,0.5829995655093415,0.6089799583045228,0.6514490257186181,0.5887720980172562,0.5969547060850829
10,0.2552727029145321,0.5782967032967034,0.5708848247801467,0.5850468064178115,0.6442810429111737,0.6009011421474206,0.5742201701125972
11,0.22136384276586157,0.6002747252747253,0.5843942869800546,0.6012907987392688,0.6635605224413327,0.5857859922831242,0.5915404842126564
12,0.18592437060776157,0.6195054945054945,0.5924601550874633,0.614108025634726,0.6431451340079318,0.6165981070336092,0.6046305578255774
