class_id,class_name,precision,recall,f1,support
0,Negative,0.7368421052631579,0.5436893203883495,0.6256983240223464,206
1,Neutral,0.4574468085106383,0.4673913043478261,0.46236559139784944,184
2,Positive,0.6520618556701031,0.7485207100591716,0.696969696969697,338
