class_id,class_name,precision,recall,f1,support
0,Negative,0.606694560669456,0.7038834951456311,0.651685393258427,206
1,Neutral,0.4365482233502538,0.4673913043478261,0.45144356955380577,184
2,Positive,0.7226027397260274,0.6242603550295858,0.6698412698412698,338
