epoch,train_loss,selection_joint,clean_accuracy,clean_f1_macro,clean_f1_weighted,clean_mae,clean_pearson,missing30_accuracy,missing30_f1_macro,missing30_f1_weighted,missing30_mae,missing30_pearson
1,1.87940858234869,0.43989347394343625,0.3324175824175824,0.2476673400118179,0.2694948824107417,0.7753889522819708,0.18264042175296594,0.3543956043956044,0.26962363178870463,0.2997800291110224,0.7838363489796533,0.16894495333976975
2,1.7636864920642887,0.3929814952899076,0.28983516483516486,0.1627517844737043,0.14173390815965214,0.8369554227402249,0.22860807866359378,0.2967032967032967,0.17625421266491156,0.15796647988192422,0.8441260094600244,0.1945839772349247
3,1.7795355910452726,0.48636986259112164,0.45879120879120877,0.3210819554277498,0.3827136872832415,0.8482570083240036,0.22921548865359942,0.4642857142857143,0.3205525966025398,0.3832548952255579,0.8505851830174164,0.20507427487739996
4,1.7473443401194064,0.5325852064883942,0.47527472527472525,0.3781231835631669,0.43097191241900473,0.9457544166430675,0.3239922988049648,0.4876373626373626,0.41001019407780187,0.456336937218608,0.9625463260422144,0.32239691363146894
5,1.7185323271795967,0.5480892218163833,0.510989010989011,0.4110463066764036,0.4616864106104209,0.757751985041138,0.35912096065659876,0.4945054945054945,0.40726001232205516,0.45518860443199805,0.751336797004934,0.35590946982029636
6,1.6569630475801842,0.5659822414564881,0.510989010989011,0.4585326777720513,0.4977226602346449,0.8199948596782153,0.3750630620264768,0.5,0.4620542415182501,0.4963833544476163,0.8354939331206529,0.3683036286490657
7,1.5741349982324047,0.5630795717237823,0.49313186813186816,0.48007377012234914,0.4977628166313308,0.7470230182086227,0.35859684412570764,0.4697802197802198,0.4629719754970126,0.47528790931534964,0.7409748811078716,0.3651445552813328
8,1.5657550475307713,0.5674294143429056,0.5178571428571429,0.4611962901646746,0.49655058856444917,0.7571893001485688,0.36174735788904444,0.5013736263736264,0.45312123463356996,0.4851773690943559,0.7521605794415566,0.36881283679861926
9,1.5372453950275884,0.558972663293269,0.5192307692307693,0.4496595577595624,0.48839097741508236,0.8088624845681057,0.38238926474793444,0.5027472527472527,0.4274788522374124,0.4693057705286477,0.8093825702934148,0.39309904270425766
10,1.5174269754195882,0.5738127921307916,0.5027472527472527,0.4588309084488717,0.4929264211549873,0.8280929249687667,0.3670587002960365,0.5096153846153846,0.4723023285286347,0.502860658264781,0.813223187523193,0.3741143229446633
11,1.4614929517852926,0.5694524950333422,0.5082417582417582,0.44808781121675406,0.48737124233054246,0.8577173038308731,0.36127668189821427,0.5164835164835165,0.46257185516983945,0.49929723551924005,0.8453046923444433,0.36557360976193076
12,1.4228286642894568,0.5549549119474554,0.45879120879120877,0.45315827508852874,0.46697896376497183,0.7397482169572658,0.3639824579852977,0.4532967032967033,0.4506981443804434,0.4640060586696037,0.7390486039352414,0.3667105262950916
13,1.3626347189751742,0.5514317848654384,0.46703296703296704,0.43232014505899413,0.4630905849003676,0.7381331686226006,0.33871321567566753,0.4697802197802198,0.4375525895758496,0.46600857461442236,0.7373319190733677,0.34167935618003625
14,1.295789127037904,0.5623368185519831,0.4848901098901099,0.4684247746319201,0.48987607184106646,0.8007305517916153,0.33722543778051456,0.48214285714285715,0.4692414208640339,0.4887882254200587,0.793689417128597,0.3380086225622944
15,1.2812567303113849,0.5504199971905852,0.4848901098901099,0.4495003663472363,0.47801789280377394,0.8063108580638553,0.34112127383933055,0.4766483516483517,0.43975318409294123,0.47066534186898046,0.8034405364567967,0.34013057335046165
16,1.2159933225016728,0.5395146917264668,0.44642857142857145,0.44511507173771886,0.45177681523234436,0.8081570744260527,0.3381503087654804,0.4368131868131868,0.43571956498785763,0.44368213087725283,0.8052234447145116,0.34456575610516416
17,1.1929971898827598,0.5335737459029982,0.44505494505494503,0.44029150365102704,0.4535389550578619,0.7761504238146449,0.3415811295831066,0.42857142857142855,0.42500604941013737,0.4387862425598556,0.7787204269159221,0.33291834249911345
18,1.1346186733691492,0.5454170703897236,0.4835164835164835,0.4608666439218891,0.4866152869311547,0.7972036296563162,0.343177022876169,0.45879120879120877,0.4399718039326694,0.4636889373216314,0.7995617727857469,0.33365780363819614
19,1.0431010249619173,0.5345634910330569,0.44505494505494503,0.4377222036996473,0.45301919848778066,0.8208355194125273,0.3132197498312263,0.43543956043956045,0.4325108839989495,0.4443151939718903,0.8201903607123813,0.3226744764732291
20,1.0296459459812841,0.5417104442117426,0.4725274725274725,0.4615444458129547,0.47931322907423024,0.8101633345453353,0.32297002322215496,0.4491758241758242,0.4425493702110634,0.4577898509465472,0.8083968183715254,0.3195523960999256
